,game_id,play_id,player_to_predict,nfl_id,frame_id,play_direction,absolute_yardline_number,player_name,player_height,player_weight,player_birth_date,player_position,player_side,player_role,x,y,s,a,dir,o,num_frames_output,ball_land_x,ball_land_y,week
7552,2023090700,1679,True,44888,1,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,50.85,32.14,0.1,0.83,103.32,261.49,18,76.4000015258789,25.6299991607666,1
7553,2023090700,1679,True,44888,2,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,50.86,32.15,0.22,1.34,41.14,262.72,18,76.4000015258789,25.6299991607666,1
7554,2023090700,1679,True,44888,3,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,50.88,32.18,0.39,1.23,31.48,263.59,18,76.4000015258789,25.6299991607666,1
7555,2023090700,1679,True,44888,4,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,50.91,32.23,0.58,1.32,30.28,264.53,18,76.4000015258789,25.6299991607666,1
7556,2023090700,1679,True,44888,5,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,50.95,32.3,0.88,1.75,26.11,270.12,18,76.4000015258789,25.6299991607666,1
7557,2023090700,1679,True,44888,6,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.0,32.39,1.07,1.75,29.16,273.31,18,76.4000015258789,25.6299991607666,1
7558,2023090700,1679,True,44888,7,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.06,32.49,1.28,1.74,29.79,276.68,18,76.4000015258789,25.6299991607666,1
7559,2023090700,1679,True,44888,8,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.14,32.61,1.59,1.94,33.51,284.47,18,76.4000015258789,25.6299991607666,1
7560,2023090700,1679,True,44888,9,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.24,32.75,1.84,1.94,37.19,289.46,18,76.4000015258789,25.6299991607666,1
7561,2023090700,1679,True,44888,10,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.37,32.91,2.11,2.01,39.41,294.16,18,76.4000015258789,25.6299991607666,1
7562,2023090700,1679,True,44888,11,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.51,33.08,2.34,1.86,40.74,297.48,18,76.4000015258789,25.6299991607666,1
7563,2023090700,1679,True,44888,12,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.68,33.26,2.55,1.7,43.41,300.85,18,76.4000015258789,25.6299991607666,1
7564,2023090700,1679,True,44888,13,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,51.87,33.45,2.74,1.49,45.13,302.44,18,76.4000015258789,25.6299991607666,1
7565,2023090700,1679,True,44888,14,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,52.07,33.65,2.86,1.19,47.08,302.44,18,76.4000015258789,25.6299991607666,1
7566,2023090700,1679,True,44888,15,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,52.29,33.84,2.98,0.97,48.67,302.44,18,76.4000015258789,25.6299991607666,1
7567,2023090700,1679,True,44888,16,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,52.52,34.05,3.11,0.74,48.96,300.02,18,76.4000015258789,25.6299991607666,1
7568,2023090700,1679,True,44888,17,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,52.76,34.25,3.11,0.54,50.63,299.01,18,76.4000015258789,25.6299991607666,1
7569,2023090700,1679,True,44888,18,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,53.01,34.43,3.08,0.78,53.44,296.39,18,76.4000015258789,25.6299991607666,1
7570,2023090700,1679,True,44888,19,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,53.26,34.59,2.99,1.41,58.47,296.39,18,76.4000015258789,25.6299991607666,1
7571,2023090700,1679,True,44888,20,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,53.52,34.73,2.89,2.01,63.06,293.55,18,76.4000015258789,25.6299991607666,1
7572,2023090700,1679,True,44888,21,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,53.78,34.84,2.79,2.38,69.28,290.13,18,76.4000015258789,25.6299991607666,1
7573,2023090700,1679,True,44888,22,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,54.05,34.91,2.76,2.94,78.88,282.98,18,76.4000015258789,25.6299991607666,1
7574,2023090700,1679,True,44888,23,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,54.33,34.93,2.74,3.29,88.62,280.36,18,76.4000015258789,25.6299991607666,1
7575,2023090700,1679,True,44888,24,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,54.6,34.91,2.81,3.39,97.86,277.97,18,76.4000015258789,25.6299991607666,1
7576,2023090700,1679,True,44888,25,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,54.88,34.84,2.92,3.38,106.27,275.82,18,76.4000015258789,25.6299991607666,1
7577,2023090700,1679,True,44888,26,right,46,Alex Anzalone,6-3,240,1994-09-22,OLB,Defense,Defensive Coverage,55.17,34.73,3.09,3.36,114.66,273.22,18,76.4000015258789,25.6299991607666,1
